master_project_code,fiscal_year,quarter,team_size_fte,manager_fte
NE495ADH,2024,4,19.0,0.0
NE495ADH,2025,1,19.0,0.0
NE495ADH,2025,2,15.58,0.0
NE495ADH,2025,3,11.26,0.0
NE497ADN,2024,4,12.75,0.0
NE497ADN,2025,1,11.6,0.0
NE497ADN,2025,2,21.39,0.0
NE497ADN,2025,3,22.6,1.01
NE499ADH,2024,4,16.84,1.03
NE499ADH,2025,1,15.95,1.0
NE499ADH,2025,2,13.91,0.24
NE499ADH,2025,3,11.36,1.52
NE518WD1,2024,3,2.43,0.0
NE519WD1,2024,3,4.0,0.0
NE700ADH,2024,4,12.31,0.0
NE700ADH,2025,1,12.0,0.0
NE700ADH,2025,2,12.0,0.0
NE700ADH,2025,3,12.0,0.0
NE702ADP,2024,4,4.34,0.0
NE702ADP,2025,1,5.0,0.0
NE702ADP,2025,2,10.39,0.0
NE702ADP,2025,3,9.91,0.0
NE703ADH,2024,4,22.38,0.0
NE703ADH,2025,1,23.53,0.0
NE703ADH,2025,2,23.0,0.0
NE703ADH,2025,3,20.32,0.0
NE704ADT,2024,4,8.0,0.0
NE704ADT,2025,1,8.0,0.0
NE704ADT,2025,2,4.87,0.0
NE704ADT,2025,3,2.39,0.0
NE705DST,2024,4,17.0,0.0
NE705DST,2025,1,11.46,0.0
NE705DST,2025,2,10.0,0.0
NE705DST,2025,3,10.0,0.0
NE706MX1,2024,4,14.43,2.07
NE706MX1,2025,1,14.67,0.0
NE706MX1,2025,2,12.43,0.0
NE706MX1,2025,3,11.0,0.0
NE710ADH,2024,4,7.91,0.0
NE711ADB,2024,4,18.64,2.64
NE711ADB,2025,1,20.0,4.0
NE711ADB,2025,2,17.35,1.35
NE711ADB,2025,3,14.65,0.0
NE712ADC,2024,4,20.04,0.0
NE712ADC,2025,1,17.93,0.0
NE712ADC,2025,2,12.57,0.0
NE712ADC,2025,3,14.39,0.0
NE713ADH,2024,4,18.33,0.0
NE713ADH,2025,1,21.14,0.0
NE713ADH,2025,2,25.17,2.65
NE713ADH,2025,3,35.34,4.0
NE714DST,2024,4,10.33,0.0
NE714DST,2025,1,16.0,0.0
NE714DST,2025,2,16.0,0.0
NE714DST,2025,3,17.0,0.91
NE715MEX,2024,4,4.0,0.0
NE718ME2,2024,4,3.87,0.0
NE718ME2,2025,1,4.0,0.0
NE718ME2,2025,2,4.0,0.0
NE718ME2,2025,3,2.8,0.0
NE719WDA,2024,4,3.3,0.0
NE719WDA,2025,1,4.0,0.0
NE719WDA,2025,2,4.0,0.0
NE721ADB,2024,4,6.81,0.0
NE721ADB,2025,1,8.0,0.0
NE721ADB,2025,2,8.0,0.0
NE721ADB,2025,3,8.0,0.0
NE723MEX,2024,4,2.64,0.0
NE723MEX,2025,1,4.0,0.0
NE725ADK,2024,4,24.32,0.0
NE725ADK,2025,1,36.4,0.0
NE725ADK,2025,2,30.0,0.0
NE725ADK,2025,3,31.6,0.0
NE726MEX,2024,4,2.73,0.0
NE726MEX,2025,1,7.34,0.0
NE726MEX,2025,2,2.67,0.0
NE726MEX,2025,4,2.62,0.0
NE727MEX,2024,4,10.56,0.34
NE727MEX,2025,1,31.35,1.49
NE727MEX,2025,2,31.62,2.49
NE727MEX,2025,3,31.37,2.21
NE728ADH,2024,4,1.36,0.0
NE728ADH,2025,1,4.0,0.0
NE728ADH,2025,2,4.0,0.0
NE728ADH,2025,3,4.0,0.0
NE729ADC,2025,1,11.0,0.0
NE729ADC,2025,2,12.26,0.0
NE729ADC,2025,3,14.04,0.0
NE730MSP,2024,4,0.75,0.0
NE730MSP,2025,1,3.91,0.0
NE731ADK,2025,1,4.0,0.0
NE732ADK,2025,1,4.75,0.0
NE732ADK,2025,2,15.22,0.0
NE732ADK,2025,3,15.87,0.0
NE733ADH,2025,1,6.0,2.0
NE733ADH,2025,2,6.0,2.0
NE733ADH,2025,3,5.09,1.7
NE734ADK,2025,2,12.0,0.0
NE734ADK,2025,3,26.04,0.0
NE735PER,2025,1,4.45,0.0
NE735PER,2025,2,5.0,0.0
NE735PER,2025,3,5.0,0.0
NE736WD1,2025,1,2.68,0.0
NE736WD1,2025,2,4.0,0.0
NE736WD1,2025,3,4.0,0.0
NE737ADT,2025,1,15.42,0.0
NE737ADT,2025,2,22.35,0.0
NE737ADT,2025,3,25.78,0.0
NE738MSW,2025,1,1.32,0.0
NE738MSW,2025,2,4.0,0.0
NE738MSW,2025,3,4.0,0.0
NE739DST,2025,1,23.93,1.32
NE739DST,2025,2,64.35,4.0
NE739DST,2025,3,61.63,3.09
NE740ADB,2025,1,3.72,0.0
NE740ADB,2025,2,0.61,0.0
NE744MXO,2025,2,4.0,0.0
NE744MXO,2025,3,3.65,0.0
NE745ADG,2025,2,27.5,0.98
NE745ADG,2025,3,23.84,1.99
NE746APA,2025,2,26.35,0.0
NE746APA,2025,3,18.83,0.0
NE747MST,2025,2,20.7,0.0
NE748ADH,2025,2,3.0,0.0
NE748ADH,2025,3,4.0,0.0
NE749MEX,2025,2,2.43,0.0
NE750MEX,2025,2,14.62,0.01
NE750MEX,2025,3,18.28,0.0
NE752WDA,2025,2,2.65,0.0
NE752WDA,2025,3,2.65,0.0
NE753ADK,2025,2,13.39,0.0
NE753ADK,2025,3,31.22,0.0
NE754SWD,2025,2,2.17,0.0
NE754SWD,2025,3,4.0,0.0
NE756SWD,2025,2,1.87,0.0
NE756SWD,2025,3,4.0,0.0
NE756SWD,2025,4,4.0,0.0
NE756SWD,2026,1,4.0,0.0
NE756SWD,2026,2,2.0,0.0
NE757MXO,2025,2,9.11,0.0
NE757MXO,2025,3,17.22,0.0
NE758BL2,2025,2,7.48,0.0
NE758BL2,2025,3,8.0,0.0
NE759ADB,2025,2,1.3,0.0
NE759ADB,2025,3,4.0,0.0
NE760SWD,2025,2,1.26,0.0
NE760SWD,2025,3,8.0,0.0
NE761SWD,2025,2,0.91,0.0
NE761SWD,2025,3,4.0,0.0
NE761SWD,2025,4,0.04,0.0
NE762MEX,2025,2,1.3,0.0
NE762MEX,2025,3,3.02,0.0
NE763SWD,2025,3,6.52,0.0
NE763SWD,2025,4,8.0,0.0
NE763SWD,2026,1,8.0,0.0
NE763SWD,2026,2,8.0,0.0
NE764MST,2025,3,23.39,0.0
NE764MST,2025,4,21.47,0.0
NE765SWD,2025,3,4.0,0.0
NE765SWD,2025,4,4.0,0.0
NE765SWD,2026,1,4.0,0.0
NE765SWD,2026,2,4.0,0.0
NE766ADK,2025,3,9.65,0.0
NE768MST,2025,3,53.48,0.66
NE768MST,2025,4,49.91,0.52
NE769ADH,2025,3,3.43,0.0
NE769ADH,2025,4,4.0,0.0
NE769ADH,2026,1,4.0,0.0
NE769ADH,2026,2,1.35,0.0
NE770SWD,2025,3,3.13,0.0
NE770SWD,2025,4,0.04,0.0
NE772MEX,2025,3,3.13,0.0
NE772MEX,2025,4,4.0,0.0
NE772MEX,2026,1,4.0,0.0
NE772MEX,2026,2,4.0,0.0
NE773MST,2025,3,3.0,0.0
NE773MST,2025,4,11.38,0.0
NE773MST,2026,1,33.01,0.0
NE774MST,2025,3,7.3,0.0
NE774MST,2025,4,16.0,0.0
NE774MST,2026,1,6.95,0.0
NE775ADH,2025,3,1.91,0.0
NE776ADT,2025,3,3.09,0.0
NE776ADT,2025,4,4.13,0.0
NE777AHB,2025,3,2.01,0.0
NE777AHB,2025,4,2.5,0.0
NE778ADK,2025,4,17.0,3.0
NE778ADK,2026,1,12.89,2.01
NE778ADK,2026,2,8.0,0.0
NE778ADK,2026,3,8.0,0.0
NE780ADH,2025,3,1.3,0.0
NE780ADH,2025,4,4.0,0.0
NE780ADH,2026,1,0.48,0.0
NE781ADH,2025,4,16.0,0.0
NE781ADH,2026,1,16.0,0.0
NE781ADH,2026,2,16.0,0.0
NE781ADH,2026,3,12.17,0.0
NE782MSW,2025,3,0.96,0.0
NE782MSW,2025,4,4.09,0.0
NE783ADM,2025,4,11.91,0.0
NE783ADM,2026,1,8.0,0.0
NE783ADM,2026,2,5.35,0.0
NE783ADM,2026,3,4.0,0.0
NE784MEX,2025,4,4.0,0.0
NE784MEX,2026,1,4.0,0.0
NE784MEX,2026,2,4.0,0.0
NE784MEX,2026,3,4.0,0.0
NE785MEX,2025,4,23.0,1.0
NE785MEX,2026,1,21.59,1.0
NE785MEX,2026,2,15.0,1.0
NE785MEX,2026,3,15.0,1.0
NE786MEX,2025,4,16.0,0.0
NE786MEX,2026,1,12.04,0.0
NE786MEX,2026,2,12.0,0.0
NE786MEX,2026,3,12.0,0.0
NE788ADP,2025,4,21.51,0.0
NE788ADP,2026,1,18.51,0.0
NE789ADP,2025,4,14.54,0.0
NE789ADP,2026,1,8.18,0.0
NE790ST1,2025,4,77.0,1.0
NE790ST1,2026,1,68.91,1.0
NE791ADP,2025,4,8.53,0.0
NE791ADP,2026,1,5.8,0.0
NE791ADP,2026,2,4.0,0.0
NE792CHN,2025,4,20.0,0.0
NE792CHN,2026,1,20.0,0.0
NE792CHN,2026,2,12.7,0.0
NE793MEX,2025,4,11.0,0.0
NE793MEX,2026,1,11.0,0.0
NE793MEX,2026,2,11.0,0.0
NE793MEX,2026,3,11.0,0.0
NE794MEX,2025,4,4.0,0.0
NE794MEX,2026,1,4.0,0.0
NE794MEX,2026,2,4.0,0.0
NE794MEX,2026,3,4.0,0.0
NE795MXO,2025,4,6.0,0.0
NE795MXO,2026,1,1.12,0.0
NE796ADK,2025,4,49.8,0.0
NE796ADK,2026,1,42.78,0.0
NE797ADH,2025,4,23.87,4.0
NE797ADH,2026,1,20.0,0.0
NE797ADH,2026,2,17.35,0.0
NE797ADH,2026,3,16.0,0.0
NE806IVH,2025,2,0.7,0.0
NE806IVH,2025,3,13.61,0.0
NE806IVH,2025,4,14.8,0.0
NE826HSZ,2025,4,6.91,0.12
NE826HSZ,2026,1,33.27,0.5
NE826HSZ,2026,2,20.55,0.34
NE830HST,2022,1,130.62,15.77
NE830HST,2022,2,44.3,10.0
NE830HST,2022,3,49.96,10.0
NE830HST,2022,4,131.26,10.64
NE830HST,2023,1,87.88,8.11
NE830HST,2023,2,46.96,8.0
NE830HST,2023,3,48.09,8.0
NE830HST,2023,4,39.44,2.76
NEE101ST,2022,4,11.04,3.67
NEE101ST,2023,1,5.86,1.48
NEE101ST,2023,2,4.0,0.0
NEE101ST,2023,3,3.43,0.0
NEE101ST,2023,4,4.0,0.0
NEE101ST,2024,1,4.0,0.0
NEE101ST,2024,2,4.0,0.0
NEE101ST,2024,3,4.0,0.0
NEE101ST,2024,4,2.99,0.0
NEE102ST,2022,4,36.71,0.0
NEE102ST,2023,1,39.91,0.0
NEE102ST,2023,2,35.33,1.99
NEE102ST,2023,3,46.74,3.0
NEE102ST,2023,4,58.11,3.0
NEE102ST,2024,1,52.59,3.0
NEE102ST,2024,2,55.61,3.0
NEE102ST,2024,3,49.55,3.52
NEE102ST,2024,4,47.08,0.99
NEE102ST,2025,1,27.48,0.0
NEE102ST,2025,2,17.11,0.49
NEE104ST,2022,4,21.91,4.0
NEE104ST,2023,1,21.32,4.0
NEE105ST,2022,4,24.54,1.97
NEE105ST,2023,1,23.55,7.0
NEE105ST,2023,2,7.61,3.0
NEE106ST,2022,4,4.09,2.04
NEE106ST,2023,1,9.7,5.02
NEE106ST,2023,2,14.57,4.0
NEE106ST,2023,3,18.26,4.0
NEE106ST,2023,4,13.2,2.62
NEE107ST,2022,4,9.42,1.29
NEE107ST,2023,1,12.0,0.0
NEE107ST,2023,2,12.0,0.0
NEE107ST,2023,3,12.04,0.17
NEE108ST,2022,4,16.41,0.55
NEE108ST,2023,1,57.15,0.4
NEE108ST,2023,2,68.35,3.6
NEE108ST,2023,3,53.97,0.67
NEE108ST,2023,4,59.83,0.0
NEE108ST,2024,1,46.33,0.63
NEE108ST,2024,2,7.99,0.49
NEE109ST,2022,4,17.56,2.54
NEE109ST,2023,1,19.91,3.0
NEE109ST,2023,2,23.09,2.74
NEE109ST,2023,3,31.65,2.97
NEE110CZ,2022,4,4.49,0.0
NEE110CZ,2023,1,4.0,0.0
NEE110CZ,2023,2,4.0,0.0
NEE110CZ,2023,3,3.96,0.0
NEE111M1,2022,4,74.64,1.27
NEE111M1,2023,1,55.47,1.93
NEE111M1,2023,2,30.54,2.24
NEE111M1,2023,3,24.35,4.0
NEE112ST,2022,4,40.36,0.0
NEE112ST,2023,1,47.12,0.0
NEE112ST,2023,2,49.82,0.0
NEE112ST,2023,3,63.48,0.0
NEE112ST,2023,4,57.6,0.0
NEE112ST,2024,1,59.8,3.33
NEE112ST,2024,2,8.97,0.65
NEE114ST,2022,4,54.76,1.96
NEE114ST,2023,1,74.36,4.0
NEE114ST,2023,2,88.43,2.61
NEE114ST,2023,3,100.65,3.0
NEE114ST,2023,4,82.04,1.38
NEE114ST,2024,1,123.68,7.45
NEE114ST,2024,2,18.1,1.3
NEE116ST,2022,4,20.27,2.0
NEE116ST,2023,1,21.08,2.0
NEE116ST,2023,2,4.0,0.0
NEE116ST,2023,3,8.04,0.0
NEE117ST,2022,4,15.08,0.0
NEE117ST,2023,1,11.0,0.0
NEE117ST,2023,2,11.0,0.0
NEE117ST,2023,3,9.7,0.0
NEE118ST,2022,4,8.0,0.0
NEE118ST,2023,1,6.73,0.0
NEE118ST,2023,2,4.0,0.0
NEE118ST,2023,3,4.0,0.0
NEE120SP,2022,4,0.31,0.0
NEE120SP,2023,1,8.7,1.71
NEE120SP,2023,2,20.96,4.0
NEE120SP,2023,3,37.27,1.0
NEE123WD,2022,4,5.24,0.0
NEE123WD,2023,1,8.0,0.0
NEE123WD,2023,2,5.35,0.0
NEE123WD,2023,3,4.0,0.0
NEE124WD,2022,4,5.24,0.0
NEE124WD,2023,1,8.0,0.0
NEE124WD,2023,2,8.0,0.0
NEE124WD,2023,3,8.0,0.0
NEE125SP,2022,4,4.8,0.0
NEE125SP,2023,1,7.34,0.0
NEE125SP,2023,2,9.3,0.0
NEE125SP,2023,3,10.87,0.0
NEE126SP,2022,4,8.78,1.73
NEE126SP,2023,1,20.46,2.29
NEE126SP,2023,2,12.85,0.0
NEE127SP,2022,4,8.33,0.0
NEE127SP,2023,1,31.62,0.0
NEE127SP,2023,2,51.83,0.0
NEE127SP,2023,3,30.22,0.0
NEE127WD,2022,3,0.7,0.0
NEE127WD,2022,4,1.07,0.0
NEE129SP,2022,4,5.6,0.0
NEE129SP,2023,1,34.9,0.0
NEE129SP,2023,2,27.87,0.0
NEE129SP,2023,3,19.39,0.0
NEE129SP,2023,4,25.27,0.0
NEE129SP,2024,1,26.33,4.0
NEE129SP,2024,2,7.52,0.0
NEE130AZ,2022,3,1.35,0.0
NEE130AZ,2022,4,4.0,0.0
NEE130AZ,2023,1,4.0,0.0
NEE130AZ,2023,2,3.17,0.0
NEE131MX,2022,3,4.38,0.0
NEE131MX,2022,4,14.0,0.0
NEE131MX,2023,1,14.0,0.0
NEE131MX,2023,2,14.0,0.0
NEE131MX,2023,3,13.33,0.0
NEE131MX,2023,4,4.76,0.0
NEE131SP,2022,4,3.29,0.0
NEE131SP,2023,1,24.84,0.0
NEE131SP,2023,2,29.17,0.0
NEE131SP,2023,3,25.87,0.0
NEE132AZ,2022,4,8.0,0.0
NEE132AZ,2023,1,8.0,0.0
NEE132AZ,2023,2,6.17,0.0
NEE132AZ,2023,3,8.0,0.0
NEE133ST,2022,4,20.89,0.0
NEE133ST,2023,1,20.0,0.0
NEE133ST,2023,2,20.0,0.0
NEE133ST,2023,3,19.78,0.0
NEE134AT,2022,4,24.43,7.0
NEE134AT,2023,1,23.15,6.47
NEE134AT,2023,2,26.4,3.21
NEE134AT,2023,3,33.78,4.0
NEE135AZ,2022,4,3.91,0.0
NEE135AZ,2023,1,2.35,0.0
NEE135AZ,2023,2,8.62,0.0
NEE135AZ,2023,3,7.87,0.0
NEE136B1,2022,4,8.0,0.0
NEE136B1,2023,1,8.0,0.0
NEE136B1,2023,2,8.0,0.0
NEE136B1,2023,3,8.0,0.0
NEE137HZ,2022,4,8.56,0.71
NEE137HZ,2023,1,8.03,0.0
NEE137HZ,2023,2,8.2,0.0
NEE137HZ,2023,3,8.0,0.0
NEE138B2,2022,4,38.96,3.11
NEE139AZ,2022,4,14.82,0.0
NEE139AZ,2023,1,6.74,0.0
NEE139AZ,2023,2,12.43,0.0
NEE139AZ,2023,3,12.65,0.0
NEE140AZ,2022,4,26.5,0.0
NEE140AZ,2023,1,33.86,2.97
NEE140AZ,2023,2,35.0,3.0
NEE140AZ,2023,3,34.04,3.0
NEE143MX,2022,4,5.77,0.52
NEE143MX,2023,1,8.8,0.8
NEE144HT,2022,4,2.62,0.0
NEE144HT,2023,1,4.0,0.0
NEE144HT,2023,2,4.0,0.0
NEE144HT,2023,3,4.0,0.0
NEE144HT,2023,4,1.02,0.0
NEE145ST,2022,4,1.38,0.0
NEE145ST,2023,1,13.27,0.0
NEE145ST,2023,2,6.0,0.0
NEE146ST,2022,4,2.62,0.0
NEE146ST,2023,1,4.0,0.0
NEE146ST,2023,2,4.0,0.0
NEE146ST,2023,3,4.0,0.0
NEE146ST,2023,4,4.0,0.0
NEE146ST,2024,1,4.0,0.0
NEE146ST,2024,2,6.78,1.3
NEE146ST,2024,3,8.0,4.0
NEE148AZ,2022,4,2.4,0.0
NEE148AZ,2023,1,2.68,0.0
NEE149ST,2022,4,9.16,2.41
NEE149ST,2023,1,23.34,7.0
NEE149ST,2023,2,22.61,5.57
NEE149ST,2023,3,20.57,4.0
NEE149ST,2023,4,6.62,2.62
NEE150MX,2022,4,7.76,1.38
NEE150MX,2023,1,20.44,4.0
NEE150MX,2023,2,30.87,4.78
NEE150MX,2023,3,30.89,4.41
NEE150MX,2023,4,22.13,2.79
NEE152AZ,2022,4,0.8,0.0
NEE152AZ,2023,1,9.36,0.0
NEE152AZ,2023,2,9.3,0.0
NEE152AZ,2023,3,5.78,0.0
NEE152AZ,2023,4,3.24,0.0
NEE153AZ,2023,1,22.68,0.0
NEE153AZ,2023,2,17.35,0.0
NEE153AZ,2023,3,19.78,0.0
NEE153AZ,2023,4,17.47,0.0
NEE154AT,2023,1,12.0,0.0
NEE154AT,2023,2,14.82,0.0
NEE154AT,2023,3,15.0,0.0
NEE154AT,2023,4,18.24,3.24
NEE155AT,2023,1,8.68,0.0
NEE156AZ,2023,1,23.03,0.89
NEE156AZ,2023,2,10.7,0.79
NEE157MX,2023,1,4.02,0.0
NEE157MX,2023,2,6.0,0.0
NEE157MX,2023,3,6.0,0.0
NEE157MX,2023,4,5.78,0.0
NEE158MX,2023,1,16.69,0.67
NEE158MX,2023,2,25.3,1.0
NEE158MX,2023,3,31.22,0.93
NEE158MX,2023,4,21.5,0.66
NEE159ST,2023,1,19.6,2.02
NEE159ST,2023,2,12.78,0.0
NEE159ST,2023,3,18.74,0.0
NEE159ST,2023,4,38.08,1.38
NEE159ST,2024,1,24.0,0.0
NEE159ST,2024,2,11.0,0.0
NEE160AT,2023,1,8.0,0.0
NEE160AT,2023,2,8.0,0.0
NEE160AT,2023,3,8.0,0.0
NEE160AT,2023,4,8.0,0.0
NEE161AZ,2023,1,10.26,1.52
NEE161AZ,2023,2,13.0,3.0
NEE161AZ,2023,3,9.68,1.01
NEE161AZ,2023,4,6.62,0.0
NEE162CT,2023,1,14.07,0.0
NEE162CT,2023,2,16.65,0.0
NEE162CT,2023,3,12.91,0.0
NEE162CT,2023,4,15.96,0.0
NEE163CT,2023,1,3.52,0.0
NEE163CT,2023,2,2.7,0.0
NEE165AT,2023,1,2.02,0.0
NEE165AT,2023,2,3.0,0.0
NEE166ST,2023,1,3.52,0.0
NEE166ST,2023,2,8.0,0.0
NEE166ST,2023,3,12.04,7.43
NEE167M2,2023,2,14.96,0.0
NEE167M2,2023,3,17.35,0.0
NEE167M2,2023,4,8.09,0.0
NEE167M2,2024,1,8.0,0.0
NEE167M2,2024,2,8.0,0.0
NEE167M2,2024,3,7.65,0.0
NEE168MX,2023,1,2.64,0.0
NEE168MX,2023,2,8.92,0.0
NEE168MX,2023,3,9.6,0.0
NEE168MX,2023,4,9.6,0.0
NEE168MX,2024,1,9.6,0.0
NEE169ST,2023,2,4.0,0.0
NEE169ST,2023,3,4.0,0.0
NEE169ST,2023,4,4.36,0.0
NEE169ST,2024,1,4.0,0.0
NEE169ST,2024,2,7.26,0.0
NEE169ST,2024,3,6.74,0.0
NEE169ST,2024,4,4.0,1.93
NEE170ST,2023,2,10.98,0.0
NEE170ST,2023,3,11.77,0.0
NEE172MX,2023,2,4.0,0.0
NEE172MX,2023,3,4.0,0.0
NEE173ST,2023,2,4.0,0.0
NEE174ST,2023,2,3.91,0.0
NEE174ST,2023,3,4.0,0.0
NEE174ST,2023,4,4.0,0.0
NEE175S1,2023,2,7.22,0.0
NEE175S1,2023,3,3.91,0.0
NEE175S1,2023,4,4.0,0.0
NEE175S1,2024,1,5.98,0.0
NEE176DW,2023,2,2.96,0.0
NEE176DW,2023,3,3.82,0.88
NEE176DW,2023,4,5.0,3.0
NEE176DW,2024,1,5.0,3.0
NEE176DW,2024,2,3.37,2.02
NEE180HT,2023,1,19.05,4.73
NEE180HT,2023,2,13.78,5.0
NEE180HT,2023,3,6.45,2.66
NEE181HT,2023,1,29.12,0.53
NEE181HT,2023,2,36.83,2.0
NEE181HT,2023,3,34.76,0.0
NEE181HT,2023,4,33.73,0.0
NEE182H5,2023,2,7.35,0.0
NEE182H5,2023,3,12.0,0.0
NEE182H5,2023,4,9.16,0.0
NEE182H5,2024,1,11.78,0.0
NEE182H5,2024,2,8.09,0.0
NEE184H1,2023,1,5.16,0.0
NEE184H1,2023,2,1.35,0.0
NEE185H1,2023,1,1.85,0.0
NEE185H1,2023,2,7.0,0.0
NEE185H1,2023,3,6.16,0.0
NEE186BT,2022,4,1.42,0.0
NEE186BT,2023,1,31.05,0.0
NEE187HT,2023,1,31.49,1.36
NEE188HT,2023,1,28.27,0.99
NEE188HT,2023,2,53.7,3.0
NEE188HT,2023,3,51.17,3.0
NEE188HT,2023,4,63.38,2.27
NEE188HT,2024,1,61.51,3.46
NEE188HT,2024,2,56.48,3.0
NEE188HT,2024,3,13.59,1.01
NEE189ST,2023,1,42.88,0.0
NEE189ST,2023,2,5.3,0.0
NEE189ST,2023,3,4.0,0.0
NEE203WD,2022,4,0.76,0.0
NEE203WD,2023,1,4.0,0.0
NEE204ST,2023,1,9.71,2.2
NEE205SP,2023,1,22.22,0.0
NEE205SP,2023,2,31.61,0.0
NEE205SP,2023,3,30.24,3.0
NEE205ST,2023,1,0.57,0.0
NEE206ST,2023,2,3.83,0.0
NEE206ST,2023,3,8.0,0.0
NEE206ST,2023,4,4.0,0.0
NEE206ST,2024,1,23.43,1.32
NEE206ST,2024,2,4.57,0.65
NEE206St,2023,1,4.87,0.66
NEE206St,2023,2,67.27,7.55
NEE206St,2023,3,86.04,15.37
NEE206St,2023,4,100.18,18.0
NEE206St,2024,1,69.84,12.2
NEE206St,2024,2,10.43,1.63
NEE207ST,2023,1,20.62,1.32
NEE207ST,2023,2,90.07,4.0
NEE207ST,2023,3,110.63,4.0
NEE207ST,2023,4,104.78,0.0
NEE207ST,2024,1,93.18,3.33
NEE207ST,2024,2,15.78,0.49
NEE208ST,2023,2,24.96,0.0
NEE208ST,2023,3,23.35,0.0
NEE208ST,2023,4,23.61,0.0
NEE208ST,2024,1,17.05,0.0
NEE208ST,2024,2,24.96,0.0
NEE208ST,2024,3,19.98,0.0
NEE209ST,2023,1,1.23,0.18
NEE209ST,2023,2,20.87,6.87
NEE209ST,2023,3,14.85,3.54
NEE209ST,2023,4,18.96,1.0
NEE209ST,2024,1,14.8,2.09
NEE211MP,2023,1,3.6,0.0
NEE211MP,2023,2,38.3,0.0
NEE211MP,2023,3,34.64,0.0
NEE215ST,2023,2,11.66,0.0
NEE215ST,2023,3,26.17,0.0
NEE215ST,2023,4,24.18,0.0
NEE215ST,2024,1,28.97,0.0
NEE215ST,2024,2,4.89,0.0
NEE216ST,2023,2,6.26,0.0
NEE216ST,2023,3,18.96,2.48
NEE217WD,2023,2,2.35,0.0
NEE217WD,2023,3,4.0,0.0
NEE218ST,2023,4,2.76,0.0
NEE218ST,2024,1,13.36,0.0
NEE218ST,2024,2,5.39,0.0
NEE219ST,2024,1,23.15,0.0
NEE219ST,2024,2,47.43,0.0
NEE219ST,2024,3,59.13,0.0
NEE219ST,2024,4,9.56,0.0
NEE220WD,2023,2,0.52,0.0
NEE220WD,2023,3,4.0,0.0
NEE221WD,2023,3,2.7,0.0
NEE221WD,2023,4,4.0,0.0
NEE221WD,2024,1,4.0,0.0
NEE221WD,2024,2,4.0,0.0
NEE221WD,2024,3,1.96,0.0
NEE222DX,2023,3,2.22,0.0
NEE225SP,2023,4,9.18,0.0
NEE225SP,2024,1,14.04,0.0
NEE225SP,2024,2,17.57,0.0
NEE225SP,2024,3,17.96,0.0
NEE228WD,2023,1,1.32,0.0
NEE228WD,2023,2,4.0,0.0
NEE228WD,2023,3,4.0,0.0
NEE229CZ,2023,4,4.0,0.0
NEE229CZ,2024,1,3.65,0.0
NEE229CZ,2024,2,5.3,0.0
NEE229CZ,2024,3,4.7,0.0
NEE230M3,2023,4,35.02,0.0
NEE230M3,2024,1,1.1,0.0
NEE230SP,2024,1,53.25,0.0
NEE230SP,2024,2,87.64,0.76
NEE230SP,2024,3,87.84,1.02
NEE230SP,2024,4,12.49,0.33
NEE231ST,2023,4,51.16,9.0
NEE231ST,2024,1,63.2,4.09
NEE231ST,2024,2,31.02,1.68
NEE232CT,2025,4,5.28,1.32
NEE232CT,2026,1,0.88,0.0
NEE232WD,2023,3,0.87,0.0
NEE232WD,2023,4,16.36,0.27
NEE232WD,2024,1,5.27,0.0
NEE233IH,2025,4,5.62,1.67
NEE233IH,2026,1,3.69,0.0
NEE233ST,2023,4,12.33,0.0
NEE233ST,2024,1,7.24,0.0
NEE233ST,2024,2,2.13,0.0
NEE234MT,2025,4,9.11,0.97
NEE234MT,2026,1,8.66,0.99
NEE234MT,2026,2,1.35,0.0
NEE234ST,2023,3,0.39,0.03
NEE234ST,2023,4,29.33,2.67
NEE234ST,2024,1,48.2,3.0
NEE234ST,2024,2,45.0,3.0
NEE234ST,2024,3,47.37,3.0
NEE234ST,2024,4,44.9,3.87
NEE235ST,2024,1,8.9,0.0
NEE235ST,2024,2,29.5,1.5
NEE235WD,2024,1,3.3,0.0
NEE235WD,2024,2,4.0,0.0
NEE235WD,2024,3,1.35,0.0
NEE236HT,2023,4,3.56,0.0
NEE236HT,2024,1,3.74,0.0
NEE236HT,2024,2,8.0,0.0
NEE236HT,2024,3,8.67,0.0
NEE236WD,2023,4,4.0,0.0
NEE236WD,2024,1,4.0,0.0
NEE236WD,2024,2,4.0,0.0
NEE236WD,2024,3,4.0,0.0
NEE244MX,2025,4,1.38,0.0
NEE244MX,2026,1,4.0,0.0
NEE244MX,2026,2,4.0,0.0
NEE244MX,2026,3,4.0,0.0
NEE246ST,2024,2,58.36,8.15
NEE246ST,2024,3,61.35,7.15
NEE246ST,2024,4,9.56,0.82
NEE247ST,2024,2,1.61,0.0
NEE248ST,2024,2,45.08,1.53
NEE248ST,2024,3,44.62,0.84
NEE248ST,2024,4,7.25,0.16
NEE249ST,2024,2,112.6,9.64
NEE249ST,2024,3,130.8,7.75
NEE249ST,2024,4,19.49,1.15
NEE250WD,2024,1,2.68,0.0
NEE250WD,2024,2,2.0,0.0
NEE251SP,2023,1,6.77,0.0
NEE251SP,2023,2,10.83,0.0
NEE251SP,2023,3,17.83,3.0
NEE251SP,2023,4,35.49,2.62
NEE251SP,2024,1,39.12,0.0
NEE251SP,2024,2,12.96,0.0
NEE251SP,2024,3,21.73,0.0
NEE252SP,2023,3,2.65,0.0
