fiscal_year,quarter,master_project_code,role_category,employee_count,total_employees,percentage
2022,3,MOLSPMOH,Consulting,2,23,8.7
2022,3,MOLSPMOH,Management,3,23,13.04
2022,3,MOLSPMOH,Others,2,23,8.7
2022,3,MOLSPMOH,Technology,15,23,65.22
2022,3,MOLTYISP,Business,1,7,14.29
2022,3,MOLTYISP,Consulting,3,7,42.86
2022,3,MOLTYISP,Management,1,7,14.29
2022,3,MOLTYISP,Technology,2,7,28.57
2022,3,MOMCRMQZ,Others,3,4,75.0
2022,3,MOMCRMQZ,Technology,1,4,25.0
2022,3,MOMVPMQZ,Business,10,40,25.0
2022,3,MOMVPMQZ,Consulting,18,40,45.0
2022,3,MOMVPMQZ,Management,5,40,12.5
2022,3,MOMVPMQZ,Others,2,40,5.0
2022,3,MOMVPMQZ,Technology,5,40,12.5
2022,3,MSABAPM1,Consulting,1,3,33.33
2022,3,MSABAPM1,Technology,2,3,66.67
2022,3,MSABAPP1,Technology,2,2,100.0
2022,3,MSABAPSP,Business,1,9,11.11
2022,3,MSABAPSP,Consulting,3,9,33.33
2022,3,MSABAPSP,Management,1,9,11.11
2022,3,MSABAPSP,Others,3,9,33.33
2022,3,MSABAPSP,Technology,1,9,11.11
2022,3,MSABPHZ3,Consulting,1,2,50.0
2022,3,MSABPHZ3,Technology,1,2,50.0
2022,3,MSACEHY1,Business,7,49,14.29
2022,3,MSACEHY1,Consulting,21,49,42.86
2022,3,MSACEHY1,Management,2,49,4.08
2022,3,MSACEHY1,Technology,19,49,38.78
2022,3,MSACEHY3,Business,14,102,13.73
2022,3,MSACEHY3,Consulting,38,102,37.25
2022,3,MSACEHY3,Management,1,102,0.98
2022,3,MSACEHY3,Others,16,102,15.69
2022,3,MSACEHY3,Technology,33,102,32.35
2022,3,MSACEHY4,Business,1,17,5.88
2022,3,MSACEHY4,Consulting,7,17,41.18
2022,3,MSACEHY4,Technology,9,17,52.94
2022,3,MSACEIL1,Business,2,8,25.0
2022,3,MSACEIL1,Consulting,4,8,50.0
2022,3,MSACEIL1,Technology,2,8,25.0
2022,3,MSACEMC1,Business,2,13,15.38
2022,3,MSACEMC1,Consulting,6,13,46.15
2022,3,MSACEMC1,Management,1,13,7.69
2022,3,MSACEMC1,Others,2,13,15.38
2022,3,MSACEMC1,Technology,2,13,15.38
2022,3,MSACEMC2,Consulting,2,4,50.0
2022,3,MSACEMC2,Technology,2,4,50.0
2022,3,MSACEPU1,Business,2,25,8.0
2022,3,MSACEPU1,Consulting,14,25,56.0
2022,3,MSACEPU1,Technology,9,25,36.0
2022,3,MSACEPU2,Consulting,1,1,100.0
2022,3,MSADSRTP,Consulting,5,56,8.93
2022,3,MSADSRTP,Management,7,56,12.5
2022,3,MSADSRTP,Others,4,56,7.14
2022,3,MSADSRTP,Technology,40,56,71.43
2022,3,MSAGBD22,Others,4,14,28.57
2022,3,MSAGBD22,Technology,10,14,71.43
2022,3,MSAGBG22,Business,1,35,2.86
2022,3,MSAGBG22,Consulting,3,35,8.57
2022,3,MSAGBG22,Management,2,35,5.71
2022,3,MSAGBG22,Technology,29,35,82.86
2022,3,MSAGBT22,Technology,1,1,100.0
2022,3,MSAIPHYD,Business,5,105,4.76
2022,3,MSAIPHYD,Consulting,3,105,2.86
2022,3,MSAIPHYD,Management,7,105,6.67
2022,3,MSAIPHYD,Others,2,105,1.9
2022,3,MSAIPHYD,Technology,88,105,83.81
2022,3,MSASK404,Consulting,3,10,30.0
2022,3,MSASK404,Management,2,10,20.0
2022,3,MSASK404,Others,2,10,20.0
2022,3,MSASK404,Technology,3,10,30.0
2022,3,MSATLPZ1,Business,1,8,12.5
2022,3,MSATLPZ1,Consulting,1,8,12.5
2022,3,MSATLPZ1,Management,2,8,25.0
2022,3,MSATLPZ1,Technology,4,8,50.0
2022,3,MSAUD301,Business,1,11,9.09
2022,3,MSAUD301,Consulting,3,11,27.27
2022,3,MSAUD301,Management,1,11,9.09
2022,3,MSAUD301,Technology,6,11,54.55
2022,3,MSAUTOAS,Consulting,2,10,20.0
2022,3,MSAUTOAS,Management,3,10,30.0
2022,3,MSAUTOAS,Technology,5,10,50.0
2022,3,MSAVSIVS,Consulting,1,28,3.57
2022,3,MSAVSIVS,Management,3,28,10.71
2022,3,MSAVSIVS,Others,9,28,32.14
2022,3,MSAVSIVS,Technology,15,28,53.57
2022,3,MSAZHPCP,Consulting,1,7,14.29
2022,3,MSAZHPCP,Technology,6,7,85.71
2022,3,MSAZMLPZ,Technology,6,6,100.0
2022,3,MSAZNEPZ,Management,2,18,11.11
2022,3,MSAZNEPZ,Others,1,18,5.56
2022,3,MSAZNEPZ,Technology,15,18,83.33
2022,3,MSAZPRPZ,Technology,1,1,100.0
2022,3,MSBAGPM1,Consulting,1,2,50.0
2022,3,MSBAGPM1,Management,1,2,50.0
2022,3,MSBPCSST,Technology,3,3,100.0
2022,3,MSBW4STP,Consulting,2,7,28.57
2022,3,MSBW4STP,Others,4,7,57.14
2022,3,MSBW4STP,Technology,1,7,14.29
2022,3,MSBWHAN1,Others,1,1,100.0
2022,3,MSBWHAN2,Technology,1,1,100.0
2022,3,MSCAPHSP,Management,2,22,9.09
2022,3,MSCAPHSP,Others,1,22,4.55
2022,3,MSCAPHSP,Technology,19,22,86.36
2022,3,MSCARHSP,Business,1,34,2.94
2022,3,MSCARHSP,Management,1,34,2.94
2022,3,MSCARHSP,Others,1,34,2.94
2022,3,MSCARHSP,Technology,31,34,91.18
2022,3,MSCCAHY1,Business,1,44,2.27
2022,3,MSCCAHY1,Management,5,44,11.36
2022,3,MSCCAHY1,Others,1,44,2.27
2022,3,MSCCAHY1,Technology,37,44,84.09
2022,3,MSCCPST1,Business,1,52,1.92
2022,3,MSCCPST1,Consulting,4,52,7.69
2022,3,MSCCPST1,Management,3,52,5.77
2022,3,MSCCPST1,Others,2,52,3.85
2022,3,MSCCPST1,Technology,42,52,80.77
2022,3,MSCEDHSP,Consulting,1,20,5.0
2022,3,MSCEDHSP,Others,1,20,5.0
2022,3,MSCEDHSP,Technology,18,20,90.0
2022,3,MSCEFHSP,Technology,4,4,100.0
2022,3,MSCEHSTP,Business,1,145,0.69
2022,3,MSCEHSTP,Consulting,13,145,8.97
2022,3,MSCEHSTP,Management,7,145,4.83
2022,3,MSCEHSTP,Others,30,145,20.69
2022,3,MSCEHSTP,Technology,94,145,64.83
2022,3,MSCEL401,Consulting,2,11,18.18
2022,3,MSCEL401,Management,1,11,9.09
2022,3,MSCEL401,Others,1,11,9.09
2022,3,MSCEL401,Technology,7,11,63.64
2022,3,MSCESHSP,Business,3,82,3.66
2022,3,MSCESHSP,Consulting,6,82,7.32
2022,3,MSCESHSP,Management,6,82,7.32
2022,3,MSCESHSP,Others,4,82,4.88
2022,3,MSCESHSP,Technology,63,82,76.83
2022,3,MSCFSENG,Business,6,74,8.11
2022,3,MSCFSENG,Consulting,2,74,2.7
2022,3,MSCFSENG,Management,2,74,2.7
2022,3,MSCFSENG,Others,3,74,4.05
2022,3,MSCFSENG,Technology,61,74,82.43
2022,3,MSCFSSRE,Consulting,2,7,28.57
2022,3,MSCFSSRE,Technology,5,7,71.43
2022,3,MSCGAHYD,Business,2,31,6.45
2022,3,MSCGAHYD,Consulting,5,31,16.13
2022,3,MSCGAHYD,Management,4,31,12.9
2022,3,MSCGAHYD,Others,1,31,3.23
2022,3,MSCGAHYD,Technology,19,31,61.29
2022,3,MSCHC301,Business,1,9,11.11
2022,3,MSCHC301,Consulting,2,9,22.22
2022,3,MSCHC301,Management,1,9,11.11
2022,3,MSCHC301,Others,1,9,11.11
2022,3,MSCHC301,Technology,4,9,44.44
2022,3,MSCIO302,Business,1,14,7.14
2022,3,MSCIO302,Consulting,4,14,28.57
2022,3,MSCIO302,Others,2,14,14.29
2022,3,MSCIO302,Technology,7,14,50.0
2022,3,MSCISCOS,Consulting,2,23,8.7
2022,3,MSCISCOS,Management,1,23,4.35
2022,3,MSCISCOS,Others,4,23,17.39
2022,3,MSCISCOS,Technology,16,23,69.57
2022,3,MSCONCH1,Consulting,5,12,41.67
2022,3,MSCONCH1,Others,2,12,16.67
2022,3,MSCONCH1,Technology,5,12,41.67
2022,3,MSCONCH2,Consulting,1,11,9.09
2022,3,MSCONCH2,Technology,10,11,90.91
2022,3,MSCONHU3,Business,11,67,16.42
2022,3,MSCONHU3,Consulting,26,67,38.81
2022,3,MSCONHU3,Management,3,67,4.48
2022,3,MSCONHU3,Others,5,67,7.46
2022,3,MSCONHU3,Technology,22,67,32.84
2022,3,MSCONHY1,Business,2,20,10.0
2022,3,MSCONHY1,Consulting,5,20,25.0
2022,3,MSCONHY1,Management,5,20,25.0
2022,3,MSCONHY1,Others,2,20,10.0
2022,3,MSCONHY1,Technology,6,20,30.0
2022,3,MSCONHY2,Business,1,34,2.94
2022,3,MSCONHY2,Consulting,6,34,17.65
2022,3,MSCONHY2,Others,2,34,5.88
2022,3,MSCONHY2,Technology,25,34,73.53
2022,3,MSCONPU1,Consulting,9,20,45.0
2022,3,MSCONPU1,Management,2,20,10.0
2022,3,MSCONPU1,Others,2,20,10.0
2022,3,MSCONPU1,Technology,7,20,35.0
2022,3,MSCPMPS1,Others,1,1,100.0
2022,3,MSCPXOMS,Consulting,1,8,12.5
2022,3,MSCPXOMS,Technology,7,8,87.5
2022,3,MSCPXSRE,Business,4,37,10.81
2022,3,MSCPXSRE,Consulting,3,37,8.11
2022,3,MSCPXSRE,Management,2,37,5.41
2022,3,MSCPXSRE,Others,4,37,10.81
2022,3,MSCPXSRE,Technology,24,37,64.86
2022,3,MSCRM1CP,Business,1,87,1.15
2022,3,MSCRM1CP,Management,10,87,11.49
2022,3,MSCRM1CP,Others,3,87,3.45
2022,3,MSCRM1CP,Technology,73,87,83.91
2022,3,MSCRM1DP,Consulting,1,13,7.69
2022,3,MSCRM1DP,Others,1,13,7.69
2022,3,MSCRM1DP,Technology,11,13,84.62
2022,3,MSCRM3CP,Management,4,25,16.0
2022,3,MSCRM3CP,Others,1,25,4.0
2022,3,MSCRM3CP,Technology,20,25,80.0
2022,3,MSCRM3FP,Management,1,21,4.76
2022,3,MSCRM3FP,Technology,20,21,95.24
2022,3,MSCRM3GP,Management,4,29,13.79
2022,3,MSCRM3GP,Others,1,29,3.45
2022,3,MSCRM3GP,Technology,24,29,82.76
2022,3,MSCRM3XP,Management,1,10,10.0
2022,3,MSCRM3XP,Others,1,10,10.0
2022,3,MSCRM3XP,Technology,8,10,80.0
2022,3,MSCRMBST,Consulting,1,60,1.67
2022,3,MSCRMBST,Management,3,60,5.0
2022,3,MSCRMBST,Others,21,60,35.0
2022,3,MSCRMBST,Technology,35,60,58.33
2022,3,MSCRMCIP,Business,1,47,2.13
2022,3,MSCRMCIP,Consulting,1,47,2.13
2022,3,MSCRMCIP,Management,4,47,8.51
2022,3,MSCRMCIP,Others,3,47,6.38
2022,3,MSCRMCIP,Technology,38,47,80.85
2022,3,MSCRMCMP,Business,1,37,2.7
2022,3,MSCRMCMP,Management,2,37,5.41
2022,3,MSCRMCMP,Others,1,37,2.7
2022,3,MSCRMCMP,Technology,33,37,89.19
2022,3,MSCRMDTP,Consulting,1,27,3.7
2022,3,MSCRMDTP,Management,1,27,3.7
2022,3,MSCRMDTP,Others,2,27,7.41
2022,3,MSCRMDTP,Technology,23,27,85.19
2022,3,MSCRMFPP,Others,1,13,7.69
2022,3,MSCRMFPP,Technology,12,13,92.31
2022,3,MSCRMMP2,Business,2,20,10.0
2022,3,MSCRMMP2,Consulting,2,20,10.0
2022,3,MSCRMMP2,Others,1,20,5.0
2022,3,MSCRMMP2,Technology,15,20,75.0
2022,3,MSCRMODP,Management,1,10,10.0
2022,3,MSCRMODP,Technology,9,10,90.0
2022,3,MSCRMPWA,Business,1,42,2.38
2022,3,MSCRMPWA,Consulting,1,42,2.38
2022,3,MSCRMPWA,Management,4,42,9.52
2022,3,MSCRMPWA,Others,2,42,4.76
2022,3,MSCRMPWA,Technology,34,42,80.95
2022,3,MSCSCHZ2,Business,3,21,14.29
2022,3,MSCSCHZ2,Consulting,3,21,14.29
2022,3,MSCSCHZ2,Management,2,21,9.52
2022,3,MSCSCHZ2,Others,1,21,4.76
2022,3,MSCSCHZ2,Technology,12,21,57.14
2022,3,MSCSCPBA,Technology,1,1,100.0
2022,3,MSCSME12,Business,3,22,13.64
2022,3,MSCSME12,Consulting,5,22,22.73
2022,3,MSCSME12,Management,3,22,13.64
2022,3,MSCSME12,Others,1,22,4.55
2022,3,MSCSME12,Technology,10,22,45.45
2022,3,MSCSME13,Business,3,106,2.83
2022,3,MSCSME13,Consulting,11,106,10.38
2022,3,MSCSME13,Management,9,106,8.49
2022,3,MSCSME13,Others,4,106,3.77
2022,3,MSCSME13,Technology,79,106,74.53
2022,3,MSCSMEDX,Business,2,22,9.09
2022,3,MSCSMEDX,Consulting,5,22,22.73
2022,3,MSCSMEDX,Management,4,22,18.18
2022,3,MSCSMEDX,Others,1,22,4.55
2022,3,MSCSMEDX,Technology,10,22,45.45
2022,3,MSCTEMCI,Consulting,1,1,100.0
2022,3,MSCTMHSZ,Management,1,5,20.0
2022,3,MSCTMHSZ,Technology,4,5,80.0
2022,3,MSD15PZ1,Business,1,66,1.52
2022,3,MSD15PZ1,Consulting,15,66,22.73
2022,3,MSD15PZ1,Management,3,66,4.55
2022,3,MSD15PZ1,Others,10,66,15.15
2022,3,MSD15PZ1,Technology,37,66,56.06
2022,3,MSDCX301,Business,3,12,25.0
2022,3,MSDCX301,Consulting,1,12,8.33
2022,3,MSDCX301,Management,1,12,8.33
2022,3,MSDCX301,Technology,7,12,58.33
2022,3,MSDEV401,Consulting,3,6,50.0
2022,3,MSDEV401,Technology,3,6,50.0
2022,3,MSDPEPZ1,Consulting,2,21,9.52
2022,3,MSDPEPZ1,Management,2,21,9.52
2022,3,MSDPEPZ1,Others,7,21,33.33
2022,3,MSDPEPZ1,Technology,10,21,47.62
2022,3,MSDPGHZ3,Technology,3,3,100.0
2022,3,MSDVSHZ1,Consulting,1,9,11.11
2022,3,MSDVSHZ1,Management,2,9,22.22
2022,3,MSDVSHZ1,Technology,6,9,66.67
2022,3,MSEAFICZ,Technology,1,1,100.0
2022,3,MSEAFIH3,Business,1,20,5.0
2022,3,MSEAFIH3,Consulting,9,20,45.0
2022,3,MSEAFIH3,Management,1,20,5.0
2022,3,MSEAFIH3,Others,1,20,5.0
2022,3,MSEAFIH3,Technology,8,20,40.0
2022,3,MSEAFIM1,Business,1,12,8.33
2022,3,MSEAFIM1,Consulting,6,12,50.0
2022,3,MSEAFIM1,Management,1,12,8.33
2022,3,MSEAFIM1,Technology,4,12,33.33
2022,3,MSEAFIP1,Business,3,15,20.0
2022,3,MSEAFIP1,Consulting,3,15,20.0
2022,3,MSEAFIP1,Management,1,15,6.67
2022,3,MSEAFIP1,Technology,8,15,53.33
2022,3,MSEAFNH1,Consulting,3,3,100.0
2022,3,MSEASFIN,Business,1,18,5.56
2022,3,MSEASFIN,Consulting,5,18,27.78
2022,3,MSEASFIN,Management,1,18,5.56
2022,3,MSEASFIN,Others,4,18,22.22
2022,3,MSEASFIN,Technology,7,18,38.89
2022,3,MSELVST1,Management,1,7,14.29
2022,3,MSELVST1,Others,1,7,14.29
2022,3,MSELVST1,Technology,5,7,71.43
2022,3,MSEMS302,Business,2,29,6.9
2022,3,MSEMS302,Consulting,6,29,20.69
2022,3,MSEMS302,Management,3,29,10.34
2022,3,MSEMS302,Others,2,29,6.9
2022,3,MSEMS302,Technology,16,29,55.17
2022,3,MSEPICDS,Business,9,258,3.49
2022,3,MSEPICDS,Consulting,44,258,17.05
2022,3,MSEPICDS,Management,19,258,7.36
2022,3,MSEPICDS,Others,6,258,2.33
2022,3,MSEPICDS,Technology,180,258,69.77
2022,3,MSEQSHST,Business,2,33,6.06
2022,3,MSEQSHST,Consulting,1,33,3.03
2022,3,MSEQSHST,Management,3,33,9.09
2022,3,MSEQSHST,Others,2,33,6.06
2022,3,MSEQSHST,Technology,25,33,75.76
2022,3,MSESI301,Consulting,6,10,60.0
2022,3,MSESI301,Others,1,10,10.0
2022,3,MSESI301,Technology,3,10,30.0
2022,3,MSEVRSTP,Consulting,2,30,6.67
2022,3,MSEVRSTP,Management,3,30,10.0
2022,3,MSEVRSTP,Others,2,30,6.67
2022,3,MSEVRSTP,Technology,23,30,76.67
2022,3,MSFED101,Business,3,6,50.0
2022,3,MSFED101,Consulting,1,6,16.67
2022,3,MSFED101,Technology,2,6,33.33
2022,3,MSFNOHU2,Consulting,3,3,100.0
2022,3,MSFNOHU3,Business,1,12,8.33
2022,3,MSFNOHU3,Consulting,6,12,50.0
2022,3,MSFNOHU3,Others,1,12,8.33
2022,3,MSFNOHU3,Technology,4,12,33.33
2022,3,MSFNOMU1,Business,1,6,16.67
2022,3,MSFNOMU1,Consulting,5,6,83.33
2022,3,MSFNOPU1,Business,1,5,20.0
2022,3,MSFNOPU1,Consulting,4,5,80.0
2022,3,MSFNOSTP,Consulting,1,1,100.0
2022,3,MSFNOTV2,Business,4,36,11.11
2022,3,MSFNOTV2,Consulting,6,36,16.67
2022,3,MSFNOTV2,Others,1,36,2.78
2022,3,MSFNOTV2,Technology,25,36,69.44
2022,3,MSFSTRST,Business,3,15,20.0
2022,3,MSFSTRST,Consulting,1,15,6.67
2022,3,MSFSTRST,Others,1,15,6.67
2022,3,MSFSTRST,Technology,10,15,66.67
2022,3,MSFTTRIG,Management,2,21,9.52
2022,3,MSFTTRIG,Others,18,21,85.71
2022,3,MSFTTRIG,Technology,1,21,4.76
2022,3,MSGDIVSH,Consulting,1,9,11.11
2022,3,MSGDIVSH,Management,1,9,11.11
2022,3,MSGDIVSH,Others,3,9,33.33
2022,3,MSGDIVSH,Technology,4,9,44.44
2022,3,MSGDUS3D,Business,1,45,2.22
2022,3,MSGDUS3D,Consulting,9,45,20.0
2022,3,MSGDUS3D,Management,2,45,4.44
2022,3,MSGDUS3D,Others,3,45,6.67
2022,3,MSGDUS3D,Technology,30,45,66.67
2022,3,MSGDV1SD,Consulting,6,27,22.22
2022,3,MSGDV1SD,Management,1,27,3.7
2022,3,MSGDV1SD,Others,2,27,7.41
2022,3,MSGDV1SD,Technology,18,27,66.67
2022,3,MSGDVRST,Consulting,1,4,25.0
2022,3,MSGDVRST,Others,1,4,25.0
2022,3,MSGDVRST,Technology,2,4,50.0
2022,3,MSGMXBLS,Business,1,40,2.5
2022,3,MSGMXBLS,Consulting,1,40,2.5
2022,3,MSGMXBLS,Management,3,40,7.5
2022,3,MSGMXBLS,Technology,35,40,87.5
2022,3,MSGMXBOX,Business,1,37,2.7
2022,3,MSGMXBOX,Management,4,37,10.81
2022,3,MSGMXBOX,Others,4,37,10.81
2022,3,MSGMXBOX,Technology,28,37,75.68
2022,3,MSHRC403,Business,2,15,13.33
2022,3,MSHRC403,Consulting,3,15,20.0
2022,3,MSHRC403,Management,1,15,6.67
2022,3,MSHRC403,Others,1,15,6.67
2022,3,MSHRC403,Technology,8,15,53.33
2022,3,MSHRECC4,Business,1,3,33.33
2022,3,MSHRECC4,Consulting,1,3,33.33
2022,3,MSHRECC4,Others,1,3,33.33
2022,3,MSIDCY22,Technology,2,2,100.0
2022,3,MSIGDSTP,Technology,1,1,100.0
2022,3,MSINC401,Business,2,27,7.41
2022,3,MSINC401,Consulting,9,27,33.33
2022,3,MSINC401,Management,1,27,3.7
2022,3,MSINC401,Others,1,27,3.7
2022,3,MSINC401,Technology,14,27,51.85
2022,3,MSINDTPM,Business,1,2,50.0
2022,3,MSINDTPM,Technology,1,2,50.0
2022,3,MSIOTHS2,Business,1,32,3.13
2022,3,MSIOTHS2,Consulting,5,32,15.63
2022,3,MSIOTHS2,Management,3,32,9.38
2022,3,MSIOTHS2,Others,2,32,6.25
2022,3,MSIOTHS2,Technology,21,32,65.63
2022,3,MSIOTOVS,Business,1,55,1.82
2022,3,MSIOTOVS,Consulting,15,55,27.27
2022,3,MSIOTOVS,Management,4,55,7.27
2022,3,MSIOTOVS,Others,5,55,9.09
2022,3,MSIOTOVS,Technology,30,55,54.55
2022,3,MSIPDCEH,Business,3,41,7.32
2022,3,MSIPDCEH,Consulting,10,41,24.39
2022,3,MSIPDCEH,Management,3,41,7.32
2022,3,MSIPDCEH,Technology,25,41,60.98
2022,3,MSLEP701,Consulting,1,1,100.0
2022,3,MSLGPOST,Consulting,1,23,4.35
2022,3,MSLGPOST,Management,3,23,13.04
2022,3,MSLGPOST,Others,1,23,4.35
2022,3,MSLGPOST,Technology,18,23,78.26
2022,3,MSMADEST,Management,1,15,6.67
2022,3,MSMADEST,Others,2,15,13.33
2022,3,MSMADEST,Technology,12,15,80.0
2022,3,MSMAUSST,Consulting,4,30,13.33
2022,3,MSMAUSST,Management,2,30,6.67
2022,3,MSMAUSST,Technology,24,30,80.0
2022,3,MSMCLOST,Consulting,2,16,12.5
2022,3,MSMCLOST,Technology,14,16,87.5
2022,3,MSMCOMST,Technology,8,8,100.0
2022,3,MSMCPAST,Business,2,17,11.76
2022,3,MSMCPAST,Consulting,1,17,5.88
2022,3,MSMCPAST,Management,1,17,5.88
2022,3,MSMCPAST,Others,1,17,5.88
2022,3,MSMCPAST,Technology,12,17,70.59
2022,3,MSMDEXST,Business,1,29,3.45
2022,3,MSMDEXST,Management,2,29,6.9
2022,3,MSMDEXST,Technology,26,29,89.66
2022,3,MSMGCMST,Management,1,14,7.14
2022,3,MSMGCMST,Technology,13,14,92.86
2022,3,MSMHCMST,Business,1,29,3.45
2022,3,MSMHCMST,Management,3,29,10.34
2022,3,MSMHCMST,Technology,25,29,86.21
2022,3,MSML2OST,Business,3,90,3.33
2022,3,MSML2OST,Consulting,1,90,1.11
2022,3,MSML2OST,Management,6,90,6.67
2022,3,MSML2OST,Others,2,90,2.22
2022,3,MSML2OST,Technology,78,90,86.67
2022,3,MSMLXEPZ,Business,3,38,7.89
2022,3,MSMLXEPZ,Consulting,3,38,7.89
2022,3,MSMLXEPZ,Management,3,38,7.89
2022,3,MSMLXEPZ,Others,5,38,13.16
2022,3,MSMLXEPZ,Technology,24,38,63.16
2022,3,MSMPOSST,Business,1,37,2.7
2022,3,MSMPOSST,Consulting,2,37,5.41
2022,3,MSMPOSST,Management,5,37,13.51
2022,3,MSMPOSST,Others,1,37,2.7
2022,3,MSMPOSST,Technology,28,37,75.68
2022,3,MSMRAID,Management,2,8,25.0
2022,3,MSMRAID,Technology,6,8,75.0
2022,3,MSMROBST,Management,1,12,8.33
2022,3,MSMROBST,Others,1,12,8.33
2022,3,MSMROBST,Technology,10,12,83.33
2022,3,MSMSIOMZ,Technology,3,3,100.0
2022,3,MSMSUDST,Business,1,21,4.76
2022,3,MSMSUDST,Consulting,1,21,4.76
2022,3,MSMSUDST,Management,3,21,14.29
2022,3,MSMSUDST,Technology,16,21,76.19
2022,3,MSMSUSST,Management,1,14,7.14
2022,3,MSMSUSST,Technology,13,14,92.86
2022,3,MSMUADST,Consulting,2,24,8.33
2022,3,MSMUADST,Others,1,24,4.17
2022,3,MSMUADST,Technology,21,24,87.5
2022,3,MSMUPRST,Consulting,1,25,4.0
2022,3,MSMUPRST,Management,3,25,12.0
2022,3,MSMUPRST,Technology,21,25,84.0
2022,3,MSO365S2,Consulting,1,26,3.85
2022,3,MSO365S2,Management,1,26,3.85
2022,3,MSO365S2,Technology,24,26,92.31
2022,3,MSORUS2D,Business,4,40,10.0
2022,3,MSORUS2D,Management,5,40,12.5
2022,3,MSORUS2D,Others,3,40,7.5
2022,3,MSORUS2D,Technology,28,40,70.0
2022,3,MSOSK401,Business,1,18,5.56
2022,3,MSOSK401,Consulting,6,18,33.33
2022,3,MSOSK401,Management,3,18,16.67
2022,3,MSOSK401,Others,3,18,16.67
2022,3,MSOSK401,Technology,5,18,27.78
2022,3,MSOVDIMC,Business,1,3,33.33
2022,3,MSOVDIMC,Technology,2,3,66.67
2022,3,MSP2PPQ2,Business,1,39,2.56
2022,3,MSP2PPQ2,Consulting,7,39,17.95
2022,3,MSP2PPQ2,Management,2,39,5.13
2022,3,MSP2PPQ2,Others,2,39,5.13
2022,3,MSP2PPQ2,Technology,27,39,69.23
2022,3,MSPEBBLR,Technology,1,1,100.0
2022,3,MSPECOST,Business,16,161,9.94
2022,3,MSPECOST,Consulting,20,161,12.42
2022,3,MSPECOST,Management,15,161,9.32
2022,3,MSPECOST,Others,12,161,7.45
2022,3,MSPECOST,Technology,98,161,60.87
2022,3,MSPFXCAY,Consulting,2,23,8.7
2022,3,MSPFXCAY,Management,2,23,8.7
2022,3,MSPFXCAY,Technology,19,23,82.61
2022,3,MSPFXL2O,Consulting,2,68,2.94
2022,3,MSPFXL2O,Management,4,68,5.88
2022,3,MSPFXL2O,Others,15,68,22.06
2022,3,MSPFXL2O,Technology,47,68,69.12
2022,3,MSPFXPC1,Consulting,2,43,4.65
2022,3,MSPFXPC1,Management,4,43,9.3
2022,3,MSPFXPC1,Others,1,43,2.33
2022,3,MSPFXPC1,Technology,36,43,83.72
2022,3,MSPFXPI1,Business,1,37,2.7
2022,3,MSPFXPI1,Consulting,2,37,5.41
2022,3,MSPFXPI1,Management,4,37,10.81
2022,3,MSPFXPI1,Others,3,37,8.11
2022,3,MSPFXPI1,Technology,27,37,72.97
2022,3,MSPINABP,Others,1,2,50.0
2022,3,MSPINABP,Technology,1,2,50.0
2022,3,MSPINSTP,Business,4,17,23.53
2022,3,MSPINSTP,Consulting,7,17,41.18
2022,3,MSPINSTP,Others,5,17,29.41
2022,3,MSPINSTP,Technology,1,17,5.88
2022,3,MSPINVES,Business,3,5,60.0
2022,3,MSPINVES,Consulting,2,5,40.0
2022,3,MSPRCHZ1,Consulting,2,3,66.67
2022,3,MSPRCHZ1,Technology,1,3,33.33
2022,3,MSPRCSZ1,Consulting,1,2,50.0
2022,3,MSPRCSZ1,Technology,1,2,50.0
2022,3,MSPREHST,Business,3,30,10.0
2022,3,MSPREHST,Consulting,8,30,26.67
2022,3,MSPREHST,Others,3,30,10.0
2022,3,MSPREHST,Technology,16,30,53.33
2022,3,MSPRESEZ,Business,3,62,4.84
2022,3,MSPRESEZ,Consulting,12,62,19.35
2022,3,MSPRESEZ,Management,7,62,11.29
2022,3,MSPRESEZ,Others,2,62,3.23
2022,3,MSPRESEZ,Technology,38,62,61.29
2022,3,MSPRM801,Others,2,3,66.67
2022,3,MSPRM801,Technology,1,3,33.33
2022,3,MSPRPSZ1,Consulting,1,4,25.0
2022,3,MSPRPSZ1,Management,1,4,25.0
2022,3,MSPRPSZ1,Technology,2,4,50.0
2022,3,MSPSESST,Management,1,48,2.08
2022,3,MSPSESST,Others,2,48,4.17
2022,3,MSPSESST,Technology,45,48,93.75
2022,3,MSRENFPZ,Others,1,1,100.0
2022,3,MSRESPZ1,Business,2,10,20.0
2022,3,MSRESPZ1,Consulting,2,10,20.0
2022,3,MSRESPZ1,Management,1,10,10.0
2022,3,MSRESPZ1,Technology,5,10,50.0
2022,3,MSRMCAB1,Consulting,1,5,20.0
2022,3,MSRMCAB1,Others,1,5,20.0
2022,3,MSRMCAB1,Technology,3,5,60.0
2022,3,MSRMCAR3,Others,1,1,100.0
2022,3,MSRMCSTP,Consulting,2,5,40.0
2022,3,MSRMCSTP,Others,3,5,60.0
2022,3,MSSAPSC1,Consulting,2,3,66.67
2022,3,MSSAPSC1,Others,1,3,33.33
2022,3,MSSCNJZ2,Technology,1,1,100.0
2022,3,MSSCORE,Technology,5,5,100.0
2022,3,MSSCUS5D,Management,1,13,7.69
2022,3,MSSCUS5D,Others,2,13,15.38
2022,3,MSSCUS5D,Technology,10,13,76.92
2022,3,MSSCUS6D,Management,2,11,18.18
2022,3,MSSCUS6D,Technology,9,11,81.82
2022,3,MSSCUS7D,Others,2,3,66.67
